Sport |Fixfit - Il Fitness a Casa - Abbonamento Premium 12 Mesi|https://bitq.it/v2/showcase/prestigioitalia?pp=118990|44.1|0.1|0.22
Sport |Harlem Globetrotters - 09 Novembre 2022 - Distinti Numerati - Ridotto (0-14 anni e > 65 anni)|https://bitq.it/v2/showcase/prestigioitalia?pp=39798|42.0|null|null
Sport |Harlem Globetrotters - 09 Novembre 2022 - Parterre SILVER Numerato - Intero (15-65 anni)|https://bitq.it/v2/showcase/prestigioitalia?pp=39798|55.0|null|null
Sport |Harlem Globetrotters - 09 Novembre 2022 - Parterre SILVER Numerato - Ridotto (0-14 anni e > 65 anni)|https://bitq.it/v2/showcase/prestigioitalia?pp=39798|47.5|null|null
Sport |Harlem Globetrotters - 09 Novembre 2022 - Tribuna Numerata - Intero (15-65 anni)|https://bitq.it/v2/showcase/prestigioitalia?pp=39798|42.0|null|null
Sport |Harlem Globetrotters - 09 Novembre 2022 - Tribuna Numerata - Ridotto (0-14 anni e > 65 anni)|https://bitq.it/v2/showcase/prestigioitalia?pp=39798|37.0|null|null
Accademia Domani|Abbonamento 160 Corsi On-Line a Scelta|https://bitq.it/v2/showcase/prestigioitalia?pp=9384|72.0|20.00%|0.22
Accademia Domani|Acquerello per principianti|https://bitq.it/v2/showcase/prestigioitalia?pp=65110|22.0|0.27|0.22
Accademia Domani|Aromaterapia e oli essenziali|https://bitq.it/v2/showcase/prestigioitalia?pp=65111|22.0|0.27|0.22
Accademia Domani|Brain Training, Memoria, Lettura & Studio Veloce|https://bitq.it/v2/showcase/prestigioitalia?pp=41016|22.0|0.27|0.22
Accademia Domani|Corso di Galateo|https://bitq.it/v2/showcase/prestigioitalia?pp=41017|22.0|0.27|0.22
Accademia Domani|Corso Proprietario Cane|https://bitq.it/v2/showcase/prestigioitalia?pp=41014|22.0|0.27|0.22
Accademia Domani|Cromoterapia|https://bitq.it/v2/showcase/prestigioitalia?pp=65112|22.0|0.27|0.22
Accademia Domani|Floriterapia di Bach|https://bitq.it/v2/showcase/prestigioitalia?pp=75893|22.0|0.27|0.22
Accademia Domani|Gestione dello Stress|https://bitq.it/v2/showcase/prestigioitalia?pp=65113|22.0|0.27|0.22
Accademia Domani|Linguaggio del Corpo|https://bitq.it/v2/showcase/prestigioitalia?pp=41012|22.0|0.27|0.22
Accademia Domani|Medicina Tradizionale Cinese|https://bitq.it/v2/showcase/prestigioitalia?pp=65114|22.0|0.27|0.22
Accademia Domani|Micromagia e Illusionismo|https://bitq.it/v2/showcase/prestigioitalia?pp=41015|22.0|0.27|0.22
Accademia Domani|Naturopatia e Benessere|https://bitq.it/v2/showcase/prestigioitalia?pp=65115|22.0|0.27|0.22
Accademia Domani|Pilates|https://bitq.it/v2/showcase/prestigioitalia?pp=75890|22.0|0.27|0.22
Accademia Domani|Scrittura per il Benessere|https://bitq.it/v2/showcase/prestigioitalia?pp=41021|22.0|0.27|0.22
Accademia Domani|Tecniche Energetiche Olistiche|https://bitq.it/v2/showcase/prestigioitalia?pp=65116|22.0|0.27|0.22
Accademia Domani|Affiliate Marketing|https://bitq.it/v2/showcase/prestigioitalia?pp=65135|22.0|0.27|0.22
Accademia Domani|Comunicazione, Marketing e Pubblicità|https://bitq.it/v2/showcase/prestigioitalia?pp=48413|22.0|0.27|0.22
Accademia Domani|Design Thinking|https://bitq.it/v2/showcase/prestigioitalia?pp=65136|22.0|0.27|0.22
Accademia Domani|Digital Marketing|https://bitq.it/v2/showcase/prestigioitalia?pp=48397|22.0|0.27|0.22
Accademia Domani|Event Planner|https://bitq.it/v2/showcase/prestigioitalia?pp=48414|22.0|0.27|0.22
Accademia Domani|Facebook Marketing|https://bitq.it/v2/showcase/prestigioitalia?pp=65134|22.0|0.27|0.22
Accademia Domani|Google Analytics|https://bitq.it/v2/showcase/prestigioitalia?pp=75889|22.0|0.27|0.22
Accademia Domani|Online Marketing con Google Ads|https://bitq.it/v2/showcase/prestigioitalia?pp=48398|22.0|0.27|0.22
Accademia Domani|Personal Shopper e Consulente d'Immagine|https://bitq.it/v2/showcase/prestigioitalia?pp=48399|22.0|0.27|0.22
Accademia Domani|Programmazione  Neurolinguistica e Tecniche di Vendita|https://bitq.it/v2/showcase/prestigioitalia?pp=48402|22.0|0.27|0.22
Accademia Domani|Public Speaking|https://bitq.it/v2/showcase/prestigioitalia?pp=48415|22.0|0.27|0.22
Accademia Domani|SEO Specialist|https://bitq.it/v2/showcase/prestigioitalia?pp=24517|22.0|0.27|0.22
Accademia Domani|Web Journalist|https://bitq.it/v2/showcase/prestigioitalia?pp=48417|22.0|0.27|0.22
Accademia Domani|Cake Designer|https://bitq.it/v2/showcase/prestigioitalia?pp=48404|22.0|0.27|0.22
Accademia Domani|Comics Creator|https://bitq.it/v2/showcase/prestigioitalia?pp=48388|22.0|0.27|0.22
Accademia Domani|Corso di Adobe Photoshop Completo|https://bitq.it/v2/showcase/prestigioitalia?pp=65118|22.0|0.27|0.22
Accademia Domani|Corso di Make Up|https://bitq.it/v2/showcase/prestigioitalia?pp=48408|22.0|0.27|0.22
Accademia Domani|Disegno Artistico a Mano Libera|https://bitq.it/v2/showcase/prestigioitalia?pp=48391|22.0|0.27|0.22
Accademia Domani|Esperto di Moda|https://bitq.it/v2/showcase/prestigioitalia?pp=48405|22.0|0.27|0.22
Accademia Domani|Fotografo Professionista|https://bitq.it/v2/showcase/prestigioitalia?pp=48389|22.0|0.27|0.22
Accademia Domani|Fragrance Designer|https://bitq.it/v2/showcase/prestigioitalia?pp=48400|22.0|0.27|0.22
Accademia Domani|Graphic Designer|https://bitq.it/v2/showcase/prestigioitalia?pp=48406|22.0|0.27|0.22
Accademia Domani|Interior Designer|https://bitq.it/v2/showcase/prestigioitalia?pp=48407|22.0|0.27|0.22
Accademia Domani|Product Designer|https://bitq.it/v2/showcase/prestigioitalia?pp=48410|22.0|0.27|0.22
Accademia Domani|Scrittura Creativa con Children Stories|https://bitq.it/v2/showcase/prestigioitalia?pp=48411|22.0|0.27|0.22
Accademia Domani|Videomaking da zero|https://bitq.it/v2/showcase/prestigioitalia?pp=48419|22.0|0.27|0.22
Accademia Domani|Cucinare da Chef|https://bitq.it/v2/showcase/prestigioitalia?pp=48392|22.0|0.27|0.22
Accademia Domani|Degustazione del Vino|https://bitq.it/v2/showcase/prestigioitalia?pp=65117|22.0|0.27|0.22
Accademia Domani|Difesa Personale|https://bitq.it/v2/showcase/prestigioitalia?pp=48395|22.0|0.27|0.22
Accademia Domani|Educazione Alimentare|https://bitq.it/v2/showcase/prestigioitalia?pp=48393|22.0|0.27|0.22
Accademia Domani|Home Fitness|https://bitq.it/v2/showcase/prestigioitalia?pp=48412|22.0|0.27|0.22
Accademia Domani|Nutrizione nello Sport - 1Â° livello|https://bitq.it/v2/showcase/prestigioitalia?pp=65120|22.0|0.27|0.22
Accademia Domani|Nutrizione nello Sport - 2Â° livello|https://bitq.it/v2/showcase/prestigioitalia?pp=65119|22.0|0.27|0.22
Accademia Domani|Pasticceria dalla A alla Z|https://bitq.it/v2/showcase/prestigioitalia?pp=48420|22.0|0.27|0.22
Accademia Domani|Personal Trainer|https://bitq.it/v2/showcase/prestigioitalia?pp=48394|22.0|0.27|0.22
Accademia Domani|Pizza in teglia|https://bitq.it/v2/showcase/prestigioitalia?pp=65109|22.0|0.27|0.22
Accademia Domani|Animatore per Bambini Avanzato|https://bitq.it/v2/showcase/prestigioitalia?pp=75892|22.0|0.27|0.22
Accademia Domani|Corso per diventare Animatore per Bambini (feste, intrattenimento)|https://bitq.it/v2/showcase/prestigioitalia?pp=65130|22.0|0.27|0.22
Accademia Domani|Esperto Paghe e Contributi|https://bitq.it/v2/showcase/prestigioitalia?pp=65132|22.0|0.27|0.22
Accademia Domani|Excel Base|https://bitq.it/v2/showcase/prestigioitalia?pp=65131|22.0|0.27|0.22
Accademia Domani|Gestione del Tempo|https://bitq.it/v2/showcase/prestigioitalia?pp=75891|22.0|0.27|0.22
Accademia Domani|Le Basi del Trading|https://bitq.it/v2/showcase/prestigioitalia?pp=48401|22.0|0.27|0.22
Accademia Domani|Lo STORE MANAGER (Responsabile di Negozio)|https://bitq.it/v2/showcase/prestigioitalia?pp=65133|22.0|0.27|0.22
Accademia Domani|Recruiting e Selezione del Personale|https://bitq.it/v2/showcase/prestigioitalia?pp=75896|22.0|0.27|0.22
Accademia Domani|Wedding Planner|https://bitq.it/v2/showcase/prestigioitalia?pp=48418|22.0|0.27|0.22
Accademia Domani|Amministratore di Sistema Linux|https://bitq.it/v2/showcase/prestigioitalia?pp=24519|22.0|0.27|0.22
Accademia Domani|Blogger da Zero|https://bitq.it/v2/showcase/prestigioitalia?pp=24521|22.0|0.27|0.22
Accademia Domani|Costruire una Web Radio|https://bitq.it/v2/showcase/prestigioitalia?pp=24524|22.0|0.27|0.22
Accademia Domani|Crea un sito web con Joomla|https://bitq.it/v2/showcase/prestigioitalia?pp=65122|22.0|0.27|0.22
Accademia Domani|Crea un sito web con WordPress|https://bitq.it/v2/showcase/prestigioitalia?pp=65121|22.0|0.27|0.22
Accademia Domani|Excel Intermedio|https://bitq.it/v2/showcase/prestigioitalia?pp=24534|22.0|0.27|0.22
Accademia Domani|Machine Learning con Python|https://bitq.it/v2/showcase/prestigioitalia?pp=65129|22.0|0.27|0.22
Accademia Domani|Machine Learning con R Intermedio|https://bitq.it/v2/showcase/prestigioitalia?pp=65128|22.0|0.27|0.22
Accademia Domani|Machine Learning con R Introduttivo|https://bitq.it/v2/showcase/prestigioitalia?pp=65127|22.0|0.27|0.22
Accademia Domani|Microsoft PowerPoint|https://bitq.it/v2/showcase/prestigioitalia?pp=75895|22.0|0.27|0.22
Accademia Domani|Microsoft Word|https://bitq.it/v2/showcase/prestigioitalia?pp=75894|22.0|0.27|0.22
Accademia Domani|Oracle SQL Developer e Oracle Express|https://bitq.it/v2/showcase/prestigioitalia?pp=65126|22.0|0.27|0.22
Accademia Domani|Presta Shop da zero|https://bitq.it/v2/showcase/prestigioitalia?pp=24526|22.0|0.27|0.22
Accademia Domani|PrestaShop Avanzato|https://bitq.it/v2/showcase/prestigioitalia?pp=65125|22.0|0.27|0.22
Accademia Domani|PrestaShop Intermedio|https://bitq.it/v2/showcase/prestigioitalia?pp=65124|22.0|0.27|0.22
Accademia Domani|Programmatore Java|https://bitq.it/v2/showcase/prestigioitalia?pp=24528|22.0|0.27|0.22
Accademia Domani|Python da Zero|https://bitq.it/v2/showcase/prestigioitalia?pp=24535|22.0|0.27|0.22
Accademia Domani|Web Designer|https://bitq.it/v2/showcase/prestigioitalia?pp=24518|22.0|0.27|0.22
Accademia Domani|Arabo da zero|https://bitq.it/v2/showcase/prestigioitalia?pp=41049|22.0|0.27|0.22
Accademia Domani|Business English|https://bitq.it/v2/showcase/prestigioitalia?pp=41047|22.0|0.27|0.22
Accademia Domani|Lingua francese, preparazione per DELF A1 e A2|https://bitq.it/v2/showcase/prestigioitalia?pp=41048|22.0|0.27|0.22
Accademia Domani|Lingua inglese A1 e A2 (impara la lingua inglese da zero)|https://bitq.it/v2/showcase/prestigioitalia?pp=24536|22.0|0.27|0.22
Accademia Domani|Lingua inglese B1 (preparazione all'esame PET)|https://bitq.it/v2/showcase/prestigioitalia?pp=65137|22.0|0.27|0.22
Accademia Domani|Lingua francese, preparazione per DELF B1 e B2|https://bitq.it/v2/showcase/prestigioitalia?pp=65139|22.0|0.27|0.22
Accademia Domani|Lingua francese preparazione per B2 e C1 (Le franÃ§ais avec le Petit Prince)|https://bitq.it/v2/showcase/prestigioitalia?pp=65138|22.0|0.27|0.22
Accademia Domani|Russo da Zero|https://bitq.it/v2/showcase/prestigioitalia?pp=24537|22.0|0.27|0.22
Accademia Domani|Ammissione ai Corsi di Ingegneria|https://bitq.it/v2/showcase/prestigioitalia?pp=41024|22.0|0.27|0.22
Accademia Domani|Ammissione Medicina, Odontoiatria, Veterinaria, Professioni Sanitarie|https://bitq.it/v2/showcase/prestigioitalia?pp=41025|22.0|0.27|0.22
Accademia Domani|Corso di Latino|https://bitq.it/v2/showcase/prestigioitalia?pp=41026|22.0|0.27|0.22
Accademia Domani|Matematica per l'Università (ANALISI I/ANALISI II)|https://bitq.it/v2/showcase/prestigioitalia?pp=41030|22.0|0.27|0.22
Accademia Domani|Matematica per le Superiori|https://bitq.it/v2/showcase/prestigioitalia?pp=41027|22.0|0.27|0.22
Accademia Domani|Corso di Seduzione|https://bitq.it/v2/showcase/prestigioitalia?pp=41018|22.0|0.27|0.22
Accademia Domani|Relazioni Interpersonali|https://bitq.it/v2/showcase/prestigioitalia?pp=41013|22.0|0.27|0.22
Accademia Domani|Superare la Timidezza|https://bitq.it/v2/showcase/prestigioitalia?pp=41029|22.0|0.27|0.22
Accademia Domani|Tantra e Sessualità|https://bitq.it/v2/showcase/prestigioitalia?pp=41023|22.0|0.27|0.22
Accademia Domani|Coaching Mindset del Successo Allenamento per raggiungere i propri obiettivi|https://bitq.it/v2/showcase/prestigioitalia?pp=87809|131.12|0.12|0.22
Accademia Domani|Coaching Potere Personale Le leve del coaching per esprimere il tuo potenziale|https://bitq.it/v2/showcase/prestigioitalia?pp=87808|131.12|0.12|0.22
Accademia Domani|Comunicazione Efficace : Come rendere la Comunicazione Efficace e conoscere basi di Public Speaking e PNL|https://bitq.it/v2/showcase/prestigioitalia?pp=87812|131.12|0.12|0.22
Accademia Domani|Comunicazione strategica non verbale : I vari tipi di Intelligenza e le microespressioni|https://bitq.it/v2/showcase/prestigioitalia?pp=87816|87.12|0.12|0.22
Accademia Domani|Condurre un colloquio : Gestire un colloquio come candidato o come recruiter|https://bitq.it/v2/showcase/prestigioitalia?pp=87818|87.12|0.12|0.22
Accademia Domani|Gestione dei conflitti : Rendere il confronto proficuo e gestire al meglio eventuali conflitti|https://bitq.it/v2/showcase/prestigioitalia?pp=87811|87.12|0.12|0.22
Accademia Domani|PNL coaching skills, basi per il Practicioner : Le fondamenta della Programmazione Neuro Linguistica|https://bitq.it/v2/showcase/prestigioitalia?pp=87820|219.12|0.12|0.22
Accademia Domani|Public Speaking : Tecniche e modelli per parlare in pubblico|https://bitq.it/v2/showcase/prestigioitalia?pp=87813|131.12|0.12|0.22
Accademia Domani|Executive Master in Risorse Umane 13 moduli|https://bitq.it/v2/showcase/prestigioitalia?pp=87851|1223.2|0.12|0.22
Accademia Domani|Executive Master in Sales & Soft Skils Management 14 moduli|https://bitq.it/v2/showcase/prestigioitalia?pp=87849|1223.2|0.12|0.22
Accademia Domani|Lean Master in Risorse Umane 7 moduli|https://bitq.it/v2/showcase/prestigioitalia?pp=87850|871.2|0.12|0.22
Accademia Domani|Lean Master in Sales & Soft Skils Management 10 moduli|https://bitq.it/v2/showcase/prestigioitalia?pp=87848|871.2|0.12|0.22
Accademia Domani|Strategie di Business e Change Management : Conoscere le strategie di successo e adattarsi al cambiamento|https://bitq.it/v2/showcase/prestigioitalia?pp=87819|131.12|0.12|0.22
Accademia Domani|Tecniche di Vendita : Atteggiamento, Strumenti e tecniche per vendere|https://bitq.it/v2/showcase/prestigioitalia?pp=87839|131.12|0.12|0.22
Accademia Domani|Box - Le Cene Stellate - Cacio e Pepe in Blue's|https://bitq.it/v2/showcase/prestigioitalia?pp=27323|32.0|0.2|0.1
Accademia Domani|Box - Le Cene Stellate - Il Pesto del Re|https://bitq.it/v2/showcase/prestigioitalia?pp=75571|36.0|0.2|0.1
Accademia Domani|Box - Le Cene Stellate - Peccati Di Viola|https://bitq.it/v2/showcase/prestigioitalia?pp=27331|31.2|0.2|0.1
Accademia Domani|Box - Le Cene Stellate - Peccati di Viola Riserva - Numbered Edition|https://bitq.it/v2/showcase/prestigioitalia?pp=36315|79.2|0.2|0.1
Accademia Domani|Box - Le Cene Stellate - Roma Tokyo In Venti Minuti|https://bitq.it/v2/showcase/prestigioitalia?pp=27332|31.2|0.2|0.1
Accademia Domani|Box - Le Cene Stellate - Sua Maestà Bianco Tartufo|https://bitq.it/v2/showcase/prestigioitalia?pp=27329|36.0|0.2|0.1
Accademia Domani|Video Corso Di Acconciature|https://bitq.it/v2/showcase/prestigioitalia?pp=65152|43.0|14% - 40%|0.22
Accademia Domani|Video Corso Di Make Up|https://bitq.it/v2/showcase/prestigioitalia?pp=65153|43.0|14% - 40%|0.22
Accademia Domani|Facebook Ads|https://bitq.it/v2/showcase/prestigioitalia?pp=65148|86.0|14% - 40%|0.22
Accademia Domani|Facebook For Business Base|https://bitq.it/v2/showcase/prestigioitalia?pp=49771|85.0|14% - 40%|0.22
Accademia Domani|Neuromarketing|https://bitq.it/v2/showcase/prestigioitalia?pp=65147|43.0|14% - 40%|0.22
Accademia Domani|Self Marketing (Il Marketing Di Se Stessi)|https://bitq.it/v2/showcase/prestigioitalia?pp=65149|64.5|14% - 40%|0.22
Accademia Domani|Social Media Advertising|https://bitq.it/v2/showcase/prestigioitalia?pp=49773|127.5|14% - 40%|0.22
Accademia Domani|Social Media Analytics|https://bitq.it/v2/showcase/prestigioitalia?pp=49770|85.0|14% - 40%|0.22
Accademia Domani|Social Media Marketing|https://bitq.it/v2/showcase/prestigioitalia?pp=49772|127.5|14% - 40%|0.22
Accademia Domani|Strategie di Comunicazione nei Social Media|https://bitq.it/v2/showcase/prestigioitalia?pp=49768|63.75|14% - 40%|0.22
Accademia Domani|Web Content Marketing|https://bitq.it/v2/showcase/prestigioitalia?pp=49769|63.75|14% - 40%|0.22
Accademia Domani|Corso Completo di Fotografia|https://bitq.it/v2/showcase/prestigioitalia?pp=49778|85.0|14% - 40%|0.22
Accademia Domani|Fotografia Avanzata|https://bitq.it/v2/showcase/prestigioitalia?pp=49777|42.5|14% - 40%|0.22
Accademia Domani|Fotografia con Dispositivi Android|https://bitq.it/v2/showcase/prestigioitalia?pp=49774|42.5|14% - 40%|0.22
Accademia Domani|Fotografia con iPhone e iPad|https://bitq.it/v2/showcase/prestigioitalia?pp=49775|42.5|14% - 40%|0.22
Accademia Domani|Fotografia di Base|https://bitq.it/v2/showcase/prestigioitalia?pp=49776|42.5|14% - 40%|0.22
